LEMMA	STEM	TAG
outpaint	paint	NREG
outpaint	paint	VREG
nobiliary	nobil	NREG
reynold	reynold	NREG
recriminate	criminat	NREG
roadbed	roadbed	NREG
absterge	absterg	NREG
shipworm	shipworm	NREG
outpass	pass	NREG
outpass	pass	VREG
reinscribe	scrib	NREG
geometric	geometr	AIRG
abstainer	stain	NREG
geometrician	geometric	NREG
reinsert	sert	NREG
reinsert	sert	VREG
anglican	angl	NREG
outkick	kick	NREG
outkick	kick	VREG
reincite	cit	NREG
outkiss	kiss	NREG
outkiss	kiss	VREG
obelize	obeliz	NREG
noddy	noddy	NREG
galliard	galliard	NREG
sergeantmajor	sergeantmaj	NREG
parnate	parn	VREG
obelise	obelis	NREG
angioma	angiom	NREG
fennel	fennel	NREG
futzing	futz	VREG
odalisk	odalisk	NREG
synchronous	synchron	AIRG
reincur	cur	NREG
reincur	cur	VREG
quigley	quigl	AIRG
gally	gal	NREG
gally	gal	VREG
gally	gal	ADV
scart	scart	NREG
scart	scart	VREG
reindex	dex	NREG
reindex	dex	VREG
recursive	curs	AIRG
outkeep	keep	NREG
scraper	scrap	NREG
outjut	jut	NREG
outjut	jut	VREG
restack	stack	NREG
restack	stack	VREG
genre	genr	NREG
recurve	curv	NREG
scraigh	scraigh	NREG
scraigh	scraigh	VREG
fencible	fencibl	NREG
reynard	reynard	NREG
nodule	nodul	NREG
scram	scram	NREG
scram	scram	VREG
amidship	mid	NREG
outjinx	jinx	NREG
outjinx	jinx	VREG
obfuscate	obfuscat	NREG
ritualistic	ritualist	AIRG
expectoration	expector	NREG
expectorate	expectorat	NREG
shoat	shoat	NREG
expectorant	expector	NREG
haphazardly	haphazard	ADV
outjump	jump	NREG
outjump	jump	VREG
outlandish	outland	AIRG
scrapy	scrapy	NREG
outlove	lov	NREG
galivant	galiv	NREG
galivant	galiv	VREG
abut	abut	NREG
abut	abut	VREG
shivaree	shivar	NREG
shivaree	shivar	VREG
reinfect	fect	NREG
reinfect	fect	VREG
scarfpin	scarfpin	NREG
exordium	exordium	NREG
exorcize	exorciz	NREG
scarcity	scarc	NREG
riverward	river	NREG
riverward	river	ADV
shitty	shit	NREG
reinflame	flam	NREG
angler	angl	NREG
shyster	shyst	NREG
rivet	rivet	NREG
rivet	rivet	VREG
genuflexion	genuflex	NREG
amicability	amicabil	NREG
scarph	scarph	NREG
scarph	scarph	VREG
riverbed	riverbed	NREG
scarper	scarp	NREG
scarper	scarp	VREG
outlaugh	laugh	NREG
outlaugh	laugh	VREG
feoff	feoff	VREG
academically	academ	ADV
reinduce	duc	NREG
scarless	scar	AIRG
recuperate	recuperat	NREG
outleap	leap	NREG
outleap	leap	VREG
academia	academi	NREG
academe	academ	NREG
lorcan	lorc	NREG
outlearn	learn	NREG
outlearn	learn	VREG
recumbent	cumb	AIRG
recumbent	cumb	NREG
exotically	exotical	ADV
reinduct	duct	NREG
reinduct	duct	VREG
orthography	orthography	NREG
syncope	syncop	NREG
riverbank	riverbank	NREG
ameliorate	meliorat	NREG
reinstate	stat	NREG
reinstatement	statem	NREG
outrigger	rig	NREG
hydroplane	hydroplan	NREG
outroar	roar	NREG
outroar	roar	VREG
outrock	rock	NREG
outrock	rock	VREG
exemplify	exempl	NREG
exemplify	exempl	VREG
abreact	act	NREG
abreact	act	VREG
harelip	harelip	NREG
outroll	roll	NREG
outroll	roll	VREG
synod	synod	NREG
harem	harem	NREG
ort	ort	NREG
reconsolidate	nsolidat	NREG
gaggle	gaggl	NREG
tion	tion	NREG
tion	tion	VREG
reconsign	nsign	NREG
reconsign	nsign	VREG
outroot	root	NREG
outroot	root	VREG
fess	fess	NREG
fess	fess	VREG
reconsecrate	nsecrat	NREG
gagger	gag	NREG
outring	ring	NREG
reinvolve	volv	NREG
wrastle	wrastl	NREG
ambo	amb	NREG
reinvigorate	vigorat	NREG
abrogate	abrogat	NREG
sinkhole	sinkhol	NREG
exerciser	exercis	NREG
recontract	ntract	NREG
recontract	ntract	VREG
ferule	ferul	NREG
animality	animal	NREG
recontest	ntest	NREG
recontest	ntest	VREG
harebell	harebell	NREG
nonnegotiable	negot	AIRG
reinvite	vit	NREG
fervently	fervent	ADV
gussy	guss	NREG
gussy	guss	VREG
outride	rid	NREG
reinvoke	vok	NREG
rochet	rochet	NREG
nutate	nut	NREG
watercarrier	watercarr	NREG
watercarrier	watercarr	AREG
reissue	issu	NREG
recouple	upl	NREG
outsavor	sav	NREG
outsavor	sav	VREG
excusable	excus	AIRG
gurney	gurney	NREG
harken	hark	NREG
harken	hark	VREG
outscold	scold	NREG
outscold	scold	VREG
nitpick	nitpick	NREG
nitpick	nitpick	VREG
gurnard	gurnard	NREG
rocker	rock	NREG
orphrey	orphrey	NREG
rockery	rock	NREG
outscore	scor	NREG
outscorn	scorn	NREG
outscorn	scorn	VREG
harl	harl	NREG
harl	harl	VREG
reconfigure	nfig	NREG
abrade	abrad	NREG
outsee	outs	NREG
niter	nit	NREG
niter	nit	VREG
harlequin	harlequin	NREG
gadroon	gadroon	NREG
gadroon	gadroon	VREG
outsell	sell	NREG
gael	gael	NREG
ambit	ambit	NREG
guru	gur	NREG
nitrify	nitr	NREG
nitrify	nitr	VREG
reconnoiter	reconnoit	NREG
reconnoiter	reconnoit	VREG
shikar	shikar	NREG
shikar	shikar	VREG
reconnect	nnect	NREG
reconnect	nnect	VREG
haricot	haricot	NREG
outsail	sail	NREG
outsail	sail	VREG
nitrid	nitrid	NREG
scrive	scr	NREG
hypothecate	thec	NREG
nitre	nitr	NREG
orrery	or	NREG
fet	fet	NREG
fet	fet	VREG
scrivener	scriv	NREG
wrestler	wrestl	NREG
hardwired	hardwir	VREG
videophony	videophon	AIRG
wristwatch	wristwatch	NREG
wristlet	wristlet	NREG
outproduce	duc	NREG
exhume	hum	NREG
outpull	pull	NREG
outpull	pull	VREG
reinterpret	terpret	NREG
reinterpret	terpret	VREG
outpush	push	NREG
outpush	push	VREG
reinterrogate	terrogat	NREG
ani	ani	NREG
exhilarate	exhilarat	NREG
abseil	abseil	NREG
abseil	abseil	VREG
sinicize	sinic	NREG
quibble	quibbl	NREG
rhino	rhin	NREG
exhibitor	exhibit	NREG
outquote	quot	NREG
shiner	shin	NREG
scrieve	scriev	NREG
shinny	shinn	NREG
shinny	shinn	VREG
newcomen	newcom	AIRG
outprice	pric	NREG
nuzzle	nuzzl	NREG
hardcover	hardcov	NREG
reinstruct	struct	NREG
reinstruct	struct	VREG
rhinoceros	rhinoceros	NREG
outpost	outpost	NREG
outpray	pray	NREG
reinsure	ins	NREG
scandalize	scandal	NREG
reintegrate	tegrat	NREG
guttle	guttl	NREG
outpreen	preen	NREG
outpreen	preen	VREG
gal	gal	NREG
gal	gal	VREG
nitwit	nitwit	NREG
reinter	int	NREG
reinter	int	VREG
outpress	outpr	NREG
outpress	outpr	VREG
reintrench	trench	NREG
reintrench	trench	VREG
scrimp	scrimp	NREG
scrimp	scrimp	VREG
ambuscado	ambuscad	NREG
reconvene	nven	NREG
ambulate	ambulat	NREG
reconvey	nvey	NREG
outrave	rav	NREG
animadversion	animadvers	NREG
scall	scall	NREG
shim	shim	NREG
shim	shim	VREG
animadvert	animadvert	NREG
animadvert	animadvert	VREG
hardstand	hardstand	NREG
outread	read	NREG
outreason	ason	NREG
outreason	ason	VREG
nonconformist	form	NREG
reinvest	vest	NREG
reinvest	vest	VREG
wretchedly	wretch	ADV
reinvestigate	vestigat	NREG
gainer	gain	NREG
nutgall	nutgall	NREG
fertilize	fertil	NREG
outrank	rank	NREG
outrank	rank	VREG
reinvent	inv	NREG
reinvent	inv	VREG
anility	anil	NREG
shindy	shindy	NREG
outrace	rac	NREG
ambuscade	ambuscad	NREG
sinistral	sinistr	AIRG
sinistral	sinistr	NREG
abscond	abscond	NREG
abscond	abscond	VREG
recopy	cop	NREG
recopy	cop	VREG
robot	robot	NREG
recook	cook	NREG
recook	cook	VREG
abscission	scis	NREG
outraise	rais	NREG
gainsay	gainsay	NREG
reconvert	nvert	NREG
reconvert	nvert	VREG
robotize	robot	NREG
ger	ger	NREG
abscise	abscis	NREG
rhinestone	rhineston	NREG
ferrotype	ferrotyp	NREG
sweny	swen	AIRG
geraldine	geraldin	NREG
griddle	griddl	NREG
chlorine	chlorin	NREG
optionality	optional	NREG
heil	heil	NREG
heil	heil	VREG
arco	arc	NREG
rudder	rud	NREG
raceme	racem	NREG
tajik	tajik	NREG
overprotect	protect	NREG
overprotect	protect	VREG
resinate	resin	NREG
enquiry	enqu	NREG
enwheel	wheel	NREG
enwheel	wheel	VREG
enwind	wind	NREG
af	af	NREG
reprisal	pris	NREG
misstate	stat	NREG
runnel	runnel	NREG
enwomb	womb	NREG
enwomb	womb	VREG
racehorse	racehors	NREG
demotion	mot	NREG
weber	web	NREG
arabize	arab	NREG
ruckus	ruckus	NREG
agrypnia	agrypni	NREG
enverjure	enverj	NREG
solecize	soleciz	NREG
fac	fac	VREG
formicate	form	VREG
scop	scop	NREG
scop	scop	VREG
resuscitator	resuscitat	NREG
racemize	racemiz	NREG
retrofire	retrofir	NREG
sepia	sepi	NREG
envenom	venom	NREG
envenom	venom	VREG
goddam	goddam	NREG
goddam	goddam	VREG
affaire	affair	NREG
howdah	howdah	NREG
hereinafter	hereinaft	NREG
hereinafter	hereinaft	AREG
runkle	runkl	NREG
forbode	forbod	NREG
weatherproof	weatherproof	VREG
endue	due	NREG
aggressively	aggressiv	ADV
godawful	godaw	AIRG
weatherstrip	weatherstrip	NREG
weatherstrip	weatherstrip	VREG
franciscan	francisc	NREG
requisition	requis	NREG
requisition	requis	VREG
solemnize	solemn	NREG
symbolize	symbol	NREG
subparagraph	paragraph	NREG
sough	sough	NREG
sough	sough	VREG
navigable	navig	AIRG
solemnise	solemn	VREG
nonviolent	viol	AIRG
nonviolent	viol	NREG
fluoroscope	fluoroscop	NREG
resinify	sin	NREG
resinify	sin	VREG
overlade	lad	NREG
runt	runt	NREG
solder	sold	NREG
solder	sold	VREG
deduct	duct	NREG
deduct	duct	VREG
fluoride	fluorid	NREG
wedel	wedel	NREG
wedel	wedel	VREG
grandiloquence	grandiloq	NREG
hegemony	hegemony	NREG
synthesize	synthesiz	NREG
fluoridate	fluorid	NREG
goby	goby	NREG
gobbler	gobbl	NREG
consulate	consul	NREG
sal	sal	NREG
rabidity	rabid	NREG
hemstitch	hemstitch	NREG
hemstitch	hemstitch	VREG
incur	cur	NREG
incur	cur	VREG
housesit	housesit	NREG
bidder	bid	NREG
repursue	pursu	NREG
solarize	solar	NREG
salaam	salaam	NREG
salaam	salaam	VREG
fluoresce	fluoresc	NREG
omelette	omelett	NREG
committment	committm	NREG
gravitate	gravitat	NREG
soldiery	sold	NREG
solecise	solecis	NREG
unsociable	soc	AIRG
baluchistan	baluchist	NREG
sepoy	sepoy	NREG
forcible	forc	AIRG
gorgia	gorgi	NREG
frankenstein	frankenstein	NREG
heretic	heretic	NREG
discolouration	colour	NREG
retrofit	retrofit	NREG
retrofit	retrofit	VREG
undercurrent	cur	NREG
renegotiation	negot	NREG
enzyme	zym	NREG
decouple	upl	NREG
fluorinate	fluorin	NREG
hegira	hegir	NREG
reputedly	reput	ADV
yammer	yam	NREG
yammer	yam	VREG
resurvey	survey	NREG
soundlessly	soundles	ADV
soundly	sound	ADV
nazify	naz	NREG
nazify	naz	VREG
devastate	vast	NREG
fulfill	fulfill	NREG
fulfill	fulfill	VREG
overlet	let	NREG
intermarry	mar	NREG
intermarry	mar	VREG
entrain	train	NREG
entrain	train	VREG
yaff	yaff	VREG
flam	flam	NREG
flam	flam	VREG
enflame	flam	NREG
wealthiest	wealth	AREG
affy	aff	NREG
affy	aff	VREG
warder	ward	NREG
overprint	print	NREG
overprint	print	VREG
fumarase	fumaras	NREG
rerecord	cord	NREG
rerecord	cord	VREG
residuum	residuum	NREG
resift	sift	NREG
resift	sift	VREG
entrap	trap	NREG
entrap	trap	VREG
overproduce	produc	NREG
enfever	fev	NREG
enfever	fev	VREG
nauseate	nauseat	NREG
retrim	trim	NREG
retrim	trim	VREG
enfetter	fet	NREG
enfetter	fet	VREG
liquidation	liquid	NREG
stacey	stac	AIRG
enfeoff	feoff	VREG
overload	load	NREG
overload	load	VREG
fagan	fag	NREG
affiance	aff	NREG
aquatint	aquatint	NREG
aquatint	aquatint	VREG
sailboat	sailboat	NREG
enforcer	forc	NREG
railer	rail	NREG
enclos	clos	NREG
enclos	clos	VREG
soliloquize	soliloquiz	NREG
rereward	rer	NREG
rereward	rer	ADV
soliloquy	soliloq	AIRG
worksheet	worksheet	NREG
railhead	railhead	NREG
retry	ret	NREG
retry	ret	VREG
yack	yack	NREG
yack	yack	VREG
affine	affin	NREG
hereafter	hereaft	NREG
hereafter	hereaft	AREG
affiliation	affil	NREG
affidavit	affidavit	NREG
nonesuch	nonesuch	NREG
overlove	lov	NREG
rune	run	NREG
railwayman	railwaym	NREG
solidify	solid	NREG
solidify	solid	VREG
sepal	sep	NREG
sepal	sep	VREG
sachet	sachet	NREG
semite	semit	NREG
enfeeblement	enfeeblem	NREG
enunciate	enunciat	NREG
restructure	struct	NREG
adjoin	adjoin	NREG
adjoin	adjoin	VREG
gangland	gangland	NREG
energise	energis	NREG
provider	provid	NREG
entwist	entw	NREG
entwist	entw	VREG
formol	formol	NREG
misdirection	direct	NREG
grange	grang	NREG
requite	quit	NREG
shap	shap	NREG
shap	shap	VREG
sacerdotal	sacerdot	AIRG
sacerdotal	sacerdot	NREG
marly	mar	ADV
tm	tm	NREG
rayon	rayon	NREG
retailor	tail	NREG
retailor	tail	VREG
wapp	wapp	VREG
hereford	hereford	NREG
henpeck	henpeck	NREG
henpeck	henpeck	VREG
gambit	gambit	NREG
enure	ure	NREG
energetically	energet	ADV
granduncle	granduncl	NREG
howk	howk	NREG
howk	howk	VREG
howitzer	howitz	NREG
weathercock	weathercock	NREG
heist	heist	NREG
heist	heist	VREG
resilver	silv	NREG
resilver	silv	VREG
hent	hent	NREG
hent	hent	VREG
ret	ret	NREG
ret	ret	VREG
enfeeble	feebl	NREG
entrench	trench	NREG
entrench	trench	VREG
outage	out	NREG
apocalyptic	apocalypt	AIRG
resile	sil	NREG
overlive	liv	NREG
enface	fac	NREG
sain	sain	NREG
sain	sain	VREG
entrepreneur	entrepreneur	NREG
wearable	wear	NREG
seclude	seclud	NREG
forbearance	forbear	NREG
polygamous	polygam	AIRG
jeremy	jeremy	NREG
enervate	enervat	NREG
nanny	nanny	NREG
germanophilism	germanophil	NREG
separatism	separat	NREG
retroact	retroact	NREG
retroact	retroact	VREG
defendant	defend	NREG
sainfoin	sainfoin	NREG
reradiate	radiat	NREG
affective	affect	AIRG
energize	energiz	NREG
separator	separat	NREG
runner	run	NREG
septuagenarian	septuagenar	NREG
frazzle	frazzl	NREG
freakish	freak	AIRG
overplay	play	NREG
foredate	dat	NREG
flu	flu	NREG
flu	flu	VREG
ephesian	ephes	NREG
galen	gal	AIRG
disenfranchise	enfranchis	NREG
enfranchise	franch	NREG
sovietize	soviet	NREG
soever	soev	NREG
soever	soev	AREG
dissent	dis	NREG
dissent	dis	VREG
eb	eb	VREG
norn	norn	NREG
extradite	tradit	NREG
sodomist	sodom	NREG
ephod	ephod	NREG
greeney	green	AIRG
hemolyze	hemolyz	NREG
nailer	nail	NREG
ruralise	rural	NREG
overinflate	inflat	NREG
hotspur	hotspur	NREG
hotshot	hotshot	NREG
greengrocer	greengroc	NREG
foredo	fored	NREG
majolicatopped	majolicatopp	VREG
albican	albic	NREG
ooh	ooh	NREG
ooh	ooh	VREG
nainsook	nainsook	NREG
fraudulent	fraudul	AIRG
fraudulent	fraudul	NREG
skinner	skin	NREG
nebulise	nebulis	NREG
hourglass	hourglass	NREG
omaha	omah	NREG
flue	flu	NREG
herniate	herniat	NREG
salesgirl	salesgirl	NREG
nebulize	nebuliz	NREG
nebulizer	nebuliz	NREG
ramble	rambl	NREG
resolder	sold	NREG
resolder	sold	VREG
resole	sol	NREG
overinsure	ins	NREG
rabbet	rabbet	NREG
rabbet	rabbet	VREG
overrefine	refin	NREG
exacerbate	acerbat	NREG
resummon	summon	NREG
resummon	summon	VREG
softhead	softhead	NREG
morph	morph	NREG
wamble	wambl	NREG
philippine	philippin	NREG
yardstick	yardstick	NREG
waltzer	waltz	NREG
flub	flub	NREG
flub	flub	VREG
meiring	meir	VREG
sovran	sovr	NREG
overindustrialize	industrializ	NREG
aperient	aper	NREG
resubscribe	subscrib	NREG
clamor	clam	NREG
clamor	clam	VREG
resorb	sorb	NREG
resorb	sorb	VREG
forefront	front	NREG
hotdog	hotdog	NREG
hotdog	hotdog	VREG
greenhorn	greenhorn	NREG
agatize	agatiz	NREG
epicene	epicen	NREG
salify	sal	NREG
salify	sal	VREG
greeny	gre	AIRG
hotch	hotch	NREG
hotch	hotch	VREG
apathetic	pathet	AIRG
ruralize	rural	NREG
epicentre	epicentr	NREG
foredoom	doom	NREG
foredoom	doom	VREG
overimpress	impr	NREG
overimpress	impr	VREG
resubmit	submit	NREG
resubmit	submit	VREG
sepulcher	sepulch	NREG
sepulcher	sepulch	VREG
flowchart	flowchart	NREG
flowchart	flowchart	VREG
consolidation	consolid	NREG
welkin	welkin	NREG
wallflower	wallflow	NREG
nonuse	use	NREG
sepulchral	sepulchr	AIRG
sepulchral	sepulchr	NREG
strikingly	striking	ADV
freeboot	freeboot	NREG
freeboot	freeboot	VREG
salience	sal	NREG
ramify	ram	NREG
ramify	ram	VREG
nordic	nord	AIRG
reprover	prov	NREG
adjustable	adjust	AIRG
hedgehop	hedgehop	NREG
hedgehop	hedgehop	VREG
hotpress	hotpr	NREG
hotpress	hotpr	VREG
forefeel	feel	NREG
jeffrey	jeffr	AIRG
heroically	her	ADV
frederic	freder	AIRG
overindulge	indulg	NREG
forkful	fork	NREG
forefend	fend	NREG
forefend	fend	VREG
apennine	pennin	NREG
kurdish	kurd	AIRG
sodality	sodal	NREG
gouge	goug	NREG
grampus	grampus	NREG
septuple	septupl	NREG
albino	albin	NREG
forjudge	forjudg	NREG
overincline	inclin	NREG
ballot	ballot	NREG
ballot	ballot	VREG
agora	gor	NREG
saleroom	saleroom	NREG
neapolitan	neapolit	NREG
yap	yap	NREG
yap	yap	VREG
outgrowth	growth	NREG
aphorize	aphoriz	NREG
frappe	frapp	NREG
frappe	frapp	VREG
gorman	gorm	NREG
heeze	heez	NREG
rallye	rally	NREG
bhutan	bhut	NREG
esterhazy	esterhaz	AIRG
aphorise	aphoris	NREG
heeltap	heeltap	NREG
optimization	optimiz	NREG
formant	form	NREG
deport	port	NREG
deport	port	VREG
flunk	flunk	NREG
flunk	flunk	VREG
greaser	greas	NREG
landfall	landfall	NREG
greaten	great	NREG
greaten	great	VREG
flump	flump	NREG
flump	flump	VREG
flummox	flummox	NREG
flummox	flummox	VREG
aestivate	estivat	NREG
addendum	addendum	NREG
overjoy	joy	NREG
gormandize	gormand	NREG
resurface	surfac	NREG
flume	flum	NREG
neb	neb	NREG
becky	beck	AIRG
grandest	grand	AREG
goshawk	goshawk	NREG
sourpuss	sourpuss	NREG
solarise	solar	NREG
repurify	pur	NREG
repurify	pur	VREG
semimanufacture	manufact	NREG
forme	form	NREG
resurrect	resurrect	NREG
resurrect	resurrect	VREG
overkill	kill	NREG
overkill	kill	VREG
lax	lax	AREG
goatskin	goatskin	NREG
repurchase	purchas	NREG
gorilla	gorill	NREG
aphrodisiac	aphrodisiac	NREG
forebode	bod	NREG
duncan	dunc	NREG
equip	equip	NREG
equip	equip	VREG
rakish	rak	AIRG
resurgence	resurg	NREG
unlawful	law	AIRG
sullivan	sulliv	NREG
countrymen	countrym	AIRG
herl	herl	NREG
weeknight	weeknight	NREG
retrogress	retrogr	NREG
retrogress	retrogr	VREG
nearness	nearn	NREG
havelock	havelock	NREG
apprise	appris	NREG
formative	form	AIRG
soutane	soutan	NREG
goalie	goali	NREG
fraternal	fratern	AIRG
fraternal	fratern	NREG
formalism	formal	NREG
wampish	wamp	NREG
wampish	wamp	VREG
agrarian	agrar	NREG
republicanism	publican	NREG
resmelt	smelt	NREG
resmelt	smelt	VREG
weewee	weew	NREG
weewee	weew	VREG
agraphia	agraphi	NREG
southerly	south	NREG
southerly	south	ADV
grecize	greciz	NREG
fluffy	fluf	VREG
albatros	albatros	NREG
southerner	southern	AREG
southerner	southern	NREG
rabbinical	rabbin	NREG
fraternise	fratern	VREG
resmooth	smooth	NREG
resmooth	smooth	VREG
soybean	soyb	NREG
fraternize	fraterniz	NREG
weft	weft	NREG
foreclose	clos	NREG
overinvest	invest	NREG
overinvest	invest	VREG
overreact	react	NREG
overreact	react	VREG
foreclosure	clos	NREG
lusignan	lusign	NREG
fluently	fluent	ADV
fluent	flu	AIRG
fluent	flu	NREG
wame	wam	NREG
houseclean	housecl	NREG
houseclean	housecl	VREG
agaric	agar	NREG
ral	ral	NREG
heelless	heel	AIRG
formalize	formal	NREG
fallibility	fallibil	NREG
resituate	situat	NREG
repugn	repugn	NREG
repugn	repugn	VREG
alb	alb	NREG
racinian	racin	NREG
rationalize	rational	NREG
fluidize	fluid	NREG
soiree	soir	NREG
fluidise	fluid	NREG
epaulette	epaulett	NREG
repudiation	repud	NREG
greave	greav	NREG
resupply	suppl	NREG
resupply	suppl	VREG
grebe	greb	NREG
aesthete	esthet	NREG
overissue	issu	NREG
phy	phy	NREG
wampum	wampum	NREG
grandam	grandam	NREG
resize	siz	NREG
contractual	contract	AIRG
contractual	contract	NREG
supinate	supinat	NREG
republish	publish	NREG
republish	publish	VREG
foray	foray	NREG
naught	naught	NREG
ruinate	ruin	NREG
onanism	onan	NREG
reshape	shap	NREG
forceful	forc	AIRG
retest	test	NREG
retest	test	VREG
consortium	consortium	NREG
ensoul	soul	NREG
ensoul	soul	VREG
heliotherapy	heliotherapy	NREG
ensphere	spher	NREG
fortification	fortific	NREG
semiformal	form	AIRG
semiformal	form	NREG
resharpen	sharpen	NREG
resharpen	sharpen	VREG
washbowl	washbowl	NREG
apportion	apport	NREG
apportion	apport	VREG
reseat	seat	NREG
reseat	seat	VREG
hostage	host	NREG
retype	typ	NREG
sensate	sens	NREG
airproof	airproof	VREG
appel	appel	NREG
appose	appos	NREG
apotheosis	apotheosis	VREG
foldboat	foldboat	NREG
fourflusher	fourflush	NREG
huron	huron	NREG
sonatina	sonatin	NREG
naivety	naiv	NREG
vis	vis	NREG
vis	vis	VREG
resect	sect	NREG
resect	sect	VREG
pullback	pullback	NREG
sennet	sennet	NREG
enmesh	mesh	NREG
enmesh	mesh	VREG
nard	nard	NREG
resew	sew	NREG
resew	sew	VREG
ensilage	sil	NREG
songbird	songbird	NREG
ensile	sil	NREG
laurent	laur	AIRG
laurent	laur	NREG
watchtower	watchtow	NREG
defamation	defam	NREG
afterlife	afterlif	NREG
applier	appl	NREG
ensky	ensk	NREG
ensky	ensk	VREG
foundling	foundling	NREG
eg	eg	AREG
eg	eg	VREG
humongous	humong	AIRG
inflammatory	inflammat	NREG
ensnarl	snarl	NREG
ensnarl	snarl	VREG
avoidance	void	NREG
brochure	broch	NREG
hummock	hummock	NREG
ensorcel	ensorcel	NREG
ensorcel	ensorcel	VREG
retint	tint	NREG
retint	tint	VREG
enswathe	swath	NREG
apposition	appos	NREG
donation	don	NREG
overmuch	overmuch	NREG
entendre	tendr	NREG
entente	entent	NREG
sagacious	sagac	AIRG
foison	foison	NREG
retell	tell	NREG
civilize	civil	NREG
isl	isl	NREG
isl	isl	VREG
tim	tim	VREG
enisle	isl	NREG
granulate	granulat	NREG
radicate	radicat	NREG
causey	causey	NREG
reteach	teach	NREG
swath	swath	NREG
swath	swath	VREG
allocation	alloc	NREG
forswear	forswear	NREG
waterlog	waterlog	NREG
waterlog	waterlog	VREG
apostatize	apostatiz	NREG
foin	foin	NREG
foin	foin	VREG
reshoe	sho	NREG
warstle	warstl	NREG
apprize	appriz	NREG
retouch	touch	NREG
retouch	touch	VREG
somnambulism	somnambul	NREG
scrutinize	scrutiniz	NREG
airth	airth	NREG
airth	airth	VREG
radiotelephone	radiotelephon	NREG
renan	ren	NREG
helve	helv	NREG
philosophize	philosoph	NREG
enlace	lac	NREG
airship	air	NREG
sacristan	sacrist	NREG
retitle	titl	NREG
outperform	perform	NREG
outperform	perform	VREG
sopite	sopit	NREG
ric	ric	VREG
appreciator	appreciat	NREG
bereave	ave	NREG
reave	ave	NREG
forthbring	forthbr	VREG
opalesce	opalesc	NREG
reship	ship	NREG
reship	ship	VREG
reseal	res	NREG
reseal	res	VREG
dignitary	dignit	NREG
enjoyer	enjoy	NREG
apostrophize	apostrophiz	NREG
humidify	humid	NREG
humidify	humid	VREG
granulation	granul	NREG
retool	tool	NREG
retool	tool	VREG
airt	airt	NREG
airt	airt	VREG
airmail	airmail	NREG
airmail	airmail	VREG
detention	tent	NREG
heraldically	herald	ADV
subcommittee	mit	NREG
comedie	comedi	NREG
enrapt	rapt	NREG
enrapt	rapt	VREG
enrapture	rapt	NREG
nasalis	nasalis	NREG
nasalis	nasalis	VREG
waster	wast	AREG
waster	wast	NREG
thwart	thwart	NREG
thwart	thwart	VREG
enravish	ravish	NREG
enravish	ravish	VREG
retime	tim	NREG
rumba	rumb	NREG
rumba	rumb	VREG
judiciary	judic	NREG
afterbirth	afterbirth	NREG
reselect	select	NREG
reselect	select	VREG
hun	hun	NREG
brag	brag	NREG
brag	brag	VREG
nark	nark	NREG
nark	nark	VREG
aftereffect	aftereffect	NREG
fondest	fond	AREG
rumanian	ruman	NREG
albanian	alban	NREG
enrobe	rob	NREG
enrol	enrol	NREG
enrol	enrol	VREG
enrolle	enroll	NREG
airdrop	airdrop	NREG
airdrop	airdrop	VREG
reseize	seiz	NREG
fossick	fossick	NREG
fossick	fossick	VREG
fomentation	foment	NREG
enplane	plan	NREG
fossilize	fossil	NREG
saddlery	saddl	NREG
narrowest	narrow	AREG
rumblingly	rumbling	ADV
minicab	cab	NREG
overpay	pay	NREG
follicle	follicl	NREG
resend	send	NREG
enounce	ounc	NREG
radiography	radiography	NREG
narrowly	narrow	ADV
airbrush	airbrush	NREG
airbrush	airbrush	VREG
hijacker	hijack	NREG
aioli	aiol	NREG
reticule	reticul	NREG
neurology	neurology	NREG
lesion	les	NREG
stipend	stipend	NREG
openwork	openwork	NREG
microbiologist	biolog	NREG
hellene	hellen	NREG
sade	sad	NREG
enqueue	queu	NREG
narthex	narthex	NREG
foist	foist	NREG
foist	foist	VREG
tallien	tall	AIRG
bender	bend	NREG
sonic	son	NREG
insider	sid	NREG
ensconce	sconc	NREG
enscroll	scroll	NREG
enscroll	scroll	VREG
weaponize	weapon	VREG
rethink	think	NREG
semidome	dom	NREG
fortuitousness	fortuitous	NREG
soothsay	soothsay	NREG
soothsayer	soothsay	NREG
nonessential	essent	NREG
folklore	folklor	NREG
euro	eur	NREG
resettle	settl	NREG
woody	woody	NREG
confiscate	confiscat	NREG
enserf	serf	VREG
ensheath	sheath	NREG
ensheath	sheath	VREG
penalize	penal	NREG
ailanthus	ailanthus	NREG
recruitment	recruit	AIRG
recruitment	recruit	NREG
rethread	thread	NREG
rethread	thread	VREG
appeasement	appeasem	NREG
jurien	jur	AIRG
grapevine	grapevin	NREG
fondly	fond	ADV
append	append	NREG
append	append	VREG
senhor	senh	NREG
reseek	seek	NREG
summarize	summar	NREG
wastrel	wastrel	NREG
washroom	washroom	NREG
perp	perp	NREG
pampille	pampill	NREG
enroot	root	NREG
enroot	root	VREG
hadith	hadith	NREG
overpass	pass	NREG
overpass	pass	VREG
appellative	appell	AIRG
reseed	res	NREG
reseed	res	VREG
malaysian	malays	NREG
humph	humph	NREG
humph	humph	VREG
humpback	humpback	NREG
resee	res	NREG
resee	res	VREG
washout	washout	NREG
sonicate	son	NREG
prof	prof	NREG
soother	sooth	AREG
